"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2009",6066,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2010",6012,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2011",6104,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2012",6292,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2013",6308,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2014",6275,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2015",6055,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2016",6069,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2017",6126,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2018",6080,
"GBR","AGRLANDAREA","CROPLAND","THND_HA","A","2019",6128,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1990",10281,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1991",10276,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1992",10223,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1993",10153,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1994",10213,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1995",10160,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1996",10113,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1997",9939,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1998",9973,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","1999",10023,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2000",11036.5,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2001",11250.9,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2002",11240.6,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2003",11249.1,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2004",11183.1,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2005",11301.1,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2006",11699.4,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2007",11522.1,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2008",11633.1,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2009",11257,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2010",11219,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2011",11057,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2012",10979,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2013",10940,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2014",10954,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2015",11088,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2016",11288,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2017",11346,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2018",11277,
"GBR","AGRLANDAREA","PASTURE","THND_HA","A","2019",11400,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","1990",20000,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","1991",31000,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","1992",34000,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","1993",35000,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","1994",30992,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","1995",32476,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","1996",47901,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","1998",78833,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","1999",425945,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2000",578803,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2001",679631,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2002",741174,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2003",695620,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2004",690047,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2005",608952,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2006",604571,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2007",660200,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2008",726381,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2009",721726,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2010",699638,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2011",638528,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2012",590011,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2013",558718,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2014",521475,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2015",495929,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2016",490205,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2017",497742,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2018",457378,
"GBR","AGRLANDAREA","ORGANIC","THND_HA","A","2019",459275,
"USA","AGRLANDAREA","TOT","THND_HA","A","1985",431399,
"USA","AGRLANDAREA","TOT","THND_HA","A","1986",431399,
"USA","AGRLANDAREA","TOT","THND_HA","A","1987",426948,
"USA","AGRLANDAREA","TOT","THND_HA","A","1988",426948,
"USA","AGRLANDAREA","TOT","THND_HA","A","1989",426948,
"USA","AGRLANDAREA","TOT","THND_HA","A","1990",426948,
"USA","AGRLANDAREA","TOT","THND_HA","A","1991",426948,
"USA","AGRLANDAREA","TOT","THND_HA","A","1992",425429,
"USA","AGRLANDAREA","TOT","THND_HA","A","1993",422948,
"USA","AGRLANDAREA","TOT","THND_HA","A","1994",421139,
"USA","AGRLANDAREA","TOT","THND_HA","A","1995",420139,
"USA","AGRLANDAREA","TOT","THND_HA","A","1996",416306,
"USA","AGRLANDAREA","TOT","THND_HA","A","1997",418932,
"USA","AGRLANDAREA","TOT","THND_HA","A","1998",414588,
"USA","AGRLANDAREA","TOT","THND_HA","A","1999",414292,
"USA","AGRLANDAREA","TOT","THND_HA","A","2000",415208,
"USA","AGRLANDAREA","TOT","THND_HA","A","2001",413293,
"USA","AGRLANDAREA","TOT","THND_HA","A","2002",416067,
"USA","AGRLANDAREA","TOT","THND_HA","A","2003",413152,
"USA","AGRLANDAREA","TOT","THND_HA","A","2004",414674,
"USA","AGRLANDAREA","TOT","THND_HA","A","2005",412878,
"USA","AGRLANDAREA","TOT","THND_HA","A","2006",411030,
"USA","AGRLANDAREA","TOT","THND_HA","A","2007",413537,
"USA","AGRLANDAREA","TOT","THND_HA","A","2008",415311,
"USA","AGRLANDAREA","TOT","THND_HA","A","2009",412415,
"USA","AGRLANDAREA","TOT","THND_HA","A","2010",408426.2,
"USA","AGRLANDAREA","TOT","THND_HA","A","2011",406927.7,
"USA","AGRLANDAREA","TOT","THND_HA","A","2012",423893.239,
"USA","AGRLANDAREA","TOT","THND_HA","A","2013",422480.963,
"USA","AGRLANDAREA","TOT","THND_HA","A","2014",424330.151,
"USA","AGRLANDAREA","TOT","THND_HA","A","2015",422568.321,
"USA","AGRLANDAREA","TOT","THND_HA","A","2016",422826.242,
"USA","AGRLANDAREA","TOT","THND_HA","A","2017",422826.242,
"USA","AGRLANDAREA","TOT","THND_HA","A","2018",424445.02,
"USA","AGRLANDAREA","TOT","THND_HA","A","2019",418374.603,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1985",189799,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1986",189799,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1987",187776,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1988",187776,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1989",187776,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1990",187776,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1991",187776,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1992",186180,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1993",184948,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1994",184139,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1995",184139,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1996",181306,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1997",184139,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1998",179282,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","1999",178473,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2000",178877,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2001",176449,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2002",178710,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2003",179402,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2004",176974,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2005",175178,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2006",173230,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2007",165168,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2008",166942,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2009",164046,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2010",158526.2,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2011",156527.7,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2012",158626.974,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2013",157214.697,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2014",159063.885,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2015",157302.055,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2016",157559.976,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2017",157559.976,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2018",159178.754,
"USA","AGRLANDAREA","CROPLAND","THND_HA","A","2019",153108.337,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1985",241600,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1986",241600,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1987",239172,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1988",239172,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1989",239172,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1990",239172,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1991",239172,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1992",239249,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1993",238000,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1994",237000,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1995",236000,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1996",235000,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1997",234793,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1998",235306,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","1999",235819,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2000",236331,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2001",236844,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2002",237357,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2003",233750,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2004",237700,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2005",237700,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2006",237800,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2007",248369,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2008",248369,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2009",248369,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2010",249900,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2011",250400,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2012",265266.266,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2013",265266.266,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2014",265266.266,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2015",265266.266,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2016",265266.266,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2017",265266.266,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2018",265266.266,
"USA","AGRLANDAREA","PASTURE","THND_HA","A","2019",265266.266,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","1992",163250,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","1993",188098,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","1994",225309,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","1995",371459,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","1997",511187,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2000",703962,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2001",844083,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2002",799038,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2003",889039,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2004",1232312,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2005",1640769,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2006",1183214,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2007",1732627,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2008",1945799,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2009",1948949,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2010",1718331,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2011",2120707,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2014",1651888,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2015",2159426,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2016",2031317.962,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2019",2223858,
"USA","AGRLANDAREA","ORGANIC","THND_HA","A","2021",1981049,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","1996",1500000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","1997",8100000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","1998",20500000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","1999",28700000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2000",30300000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2001",35700000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2002",39000000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2003",42800000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2004",47600000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2005",49800000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2006",54600000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2007",57700000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2008",62500000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2009",64000000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2010",66800000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2011",69000000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2012",69500000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2013",70100000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2014",73100000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2015",70900000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2016",72900000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2017",75000000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2018",75000000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2019",71500000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2020",70100000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2021",73000000,
"USA","AGRLANDAREA","TRANSG_CROPLAND","THND_HA","A","2022",72200000,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1985",127384,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1986",127384,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1987",127384,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1988",127380,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1989",127470,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1990",127565,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1991",127660,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1992",127755,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1993",127850,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1994",127948,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1995",128045,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1996",128142,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1997",128235,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1998",128330,
"ARG","AGRLANDAREA","TOT","THND_HA","A","1999",128412,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2000",128510,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2001",128606,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2002",128710,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2003",129103.3,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2004",129496.6,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2005",129920.9,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2006",130138.9,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2007",129968.4,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2008",127046.9,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2009",124328.4,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2010",126267.9,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2011",125318.4,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2012",124741.9,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2013",122937.4,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2014",120012.9,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2015",117088.4,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2016",114163.9,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2017",111239.4,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2018",108381.76,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2019",108381.76,
"ARG","AGRLANDAREA","TOT","THND_HA","A","2020",108381.76,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1985",27001,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1986",27133,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1987",27264,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1988",27392,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1989",27490,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1990",27595,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1991",27700,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1992",27805,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1993",27910,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1994",28018,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1995",28125,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1996",28232,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1997",28335,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1998",28440,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","1999",28532,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2000",28640,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2001",28746,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2002",28862,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2003",30828.2,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2004",32794.4,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2005",34791.6,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2006",36582.5,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2007",37984.9,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2008",36636.3,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2009",35490.7,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2010",39003.1,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2011",39626.5,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2012",40622.9,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2013",40391.3,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2014",39039.7,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2015",37688.1,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2016",36336.5,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2017",34984.9,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2018",33700.76,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2019",33700.76,
"ARG","AGRLANDAREA","CROPLAND","THND_HA","A","2020",33700.76,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1985",100383,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1986",100251,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1987",100120,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1988",99988,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1989",99980,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1990",99970,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1991",99960,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1992",99950,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1993",99940,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1994",99930,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1995",99920,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1996",99910,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1997",99900,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1998",99890,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","1999",99880,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2000",99870,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2001",99860,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2002",99848,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2003",98275.1,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2004",96702.2,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2005",95129.3,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2006",93556.4,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2007",91983.5,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2008",90410.6,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2009",88837.7,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2010",87264.8,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2011",85691.9,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2012",84119,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2013",82546.1,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2014",80973.2,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2015",79400.3,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2016",77827.4,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2017",76254.5,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2018",74681,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2019",74681,
"ARG","AGRLANDAREA","PASTURE","THND_HA","A","2020",74681,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","1995",116519,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","1996",234200,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","1997",231245,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","1998",291605,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","1999",1010962,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2000",2880149,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2001",2896241,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2002",2926319,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2003",2913339,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2004",2645526,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2005",2682267,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2006",2358375,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2007",2777959,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2008",4007027,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2009",4327372,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2010",4174474,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2011",3796136,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2012",3637466,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2013",3281193,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2014",3061965,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2015",3073411.51,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2016",3011794,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2017",3385827,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2018",3629968,
"ARG","AGRLANDAREA","ORGANIC","THND_HA","A","2019",3463763,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1985",241998.707,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1986",240579.2,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1987",239159.4,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1988",237739.6,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1989",236319.8,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1990",234900,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1991",233480.2,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1992",232060.4,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1993",230640.6,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1994",229220.8,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1995",227805,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1996",227908.7,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1997",228012.4,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1998",228116.1,
"BRA","AGRLANDAREA","TOT","THND_HA","A","1999",228219.8,
"BRA","AGRLANDAREA","TOT","THND_HA","A","2000",228323.5,
"BRA","AGRLANDAREA","TOT","THND_HA","A","2001",228427.2,
"BRA","AGRLANDAREA","TOT","THND_HA","A","2002",228530.9,
"BRA","AGRLANDAREA","TOT","THND_HA","A","2003",228634.6,
"BRA","AGRLANDAREA","TOT","THND_HA","A","2004",228738.3,
"BRA","AGRLANDAREA","TOT","THND_HA","A","2005",228842,
"BRA","AGRLANDAREA","TOT","THND_HA","A","2006",228951,
